,Unnamed: 0,avgRating,listingBathroomLabel,bathrooms,listingBedLabel,bedrooms,beds,businessHostLabel,city,listingGuestLabel,id,isAutoTranslated,isNewListing,isSuperhost,relaxedFilterLabels,localizedCityName,localizedDistanceText,locationTitle,locationContext,listingName,listingObjType,neighborhood,previewTags,publicAddress,reviewsCount,roomType,roomTypeCategory,roomTypeId,spaceType,starRating,title,avgRatingLocalized,accessibilityLabel,price,qualifier,adults,children,infants,pets
74,74,4.91,1 bath,1.0,1 bed,1,1,,Calgary,3 guests,1308899880256520286,False,False,False,,Calgary,,,,Stylish Downtown Escape,REGULAR,,[],"Calgary, AB, Canada",11,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Beltline,4.91 (11),$113 CAD per night,$113 CAD,night,1,0,0,0
75,75,4.9,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,1150089769241050177,False,False,True,,Calgary,,,,Entire Condo in Downtown Calgary,REGULAR,,[],"Calgary, AB, Canada",30,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Northwest Calgary,4.9 (30),$100 CAD per night,$100 CAD,night,1,0,0,0
76,76,4.92,1.5 baths,1.5,2 beds,2,2,,Calgary,4 guests,1027426555150655409,False,False,True,,Calgary,,,,Brick Lane House - Central | Exec | Heated Garage,REGULAR,,[],"Calgary, AB, Canada",13,Entire home/apt,entire_home,,Home,5.0,Home in Southeast Calgary,4.92 (13),$164 CAD per night,$164 CAD,night,1,0,0,0
77,77,4.93,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,28111319,False,False,True,,Calgary,,,,East Village Corner Unit | Skyline Views,REGULAR,,[],"Calgary, AB, Canada",45,Entire home/apt,entire_home,,Condo,5.0,Condo in Downtown Calgary,4.93 (45),$91 CAD per night,$91 CAD,night,1,0,0,0
78,78,4.86,1 bath,1.0,1 bed,1,1,,Calgary,2 guests,1227258325977966989,False,False,True,,Calgary,,,,"Bright, Comfy, & Stylish!  Minutes to DT Calgary!",REGULAR,,[],"Calgary, AB, Canada",21,Entire home/apt,entire_home,,Condo,5.0,Condo in Northwest Calgary,4.86 (21),$94 CAD per night,$94 CAD,night,1,0,0,0
79,79,,2 shared baths,2.0,1 bed,1,1,,Calgary,2 guests,1341525811478724988,False,True,False,,Calgary,,,,Beautiful private BR DT YYC,REGULAR,,[],"Calgary, AB, Canada",0,Private room,private_room,,Private room,,Room in Northwest Calgary,New,$43 CAD per night,$43 CAD,night,1,0,0,0
80,80,4.88,2 baths,2.0,4 beds,3,4,,Calgary,8 guests,695690577061211023,False,False,True,,Calgary,,,,Modern 3BR unit in the heart of Calgary,REGULAR,,[],"Calgary, AB, Canada",224,Entire home/apt,entire_home,,Condo,5.0,Condo in Northeast Calgary,4.88 (224),$162 CAD per night,$162 CAD,night,1,0,0,0
81,81,4.6,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,1151367581148564935,False,False,False,,Calgary,,,,2 Bedroom Main floor Duplex,REGULAR,,[],"Calgary, AB, Canada",10,Entire home/apt,entire_home,,Home,4.5,Home in Northeast Calgary,4.6 (10),$60 CAD per night,$60 CAD,night,1,0,0,0
82,82,4.94,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,602370025987552513,False,False,True,,Calgary,,,,Cheerful 2-bed home close to everything,REGULAR,,[],"Calgary, AB, Canada",133,Entire home/apt,entire_home,,Home,5.0,Home in Northeast Calgary,4.94 (133),$69 CAD per night,$69 CAD,night,1,0,0,0
83,83,4.81,1 bath,1.0,4 beds,1,4,,Calgary,6 guests,692105999845027643,False,False,True,,Calgary,,,,DT Condo 5min walking to stampede ground,REGULAR,,[],"Calgary, AB, Canada",203,Entire home/apt,entire_home,,Condo,5.0,Condo in Downtown Calgary,4.81 (203),$64 CAD per night,$64 CAD,night,1,0,0,0
84,84,4.67,1 bath,1.0,1 bed,1,1,,Calgary,4 guests,53044934,False,False,False,,Calgary,,,,Lovely apartment in the heart of Calgary,REGULAR,,[],"Calgary, AB, Canada",90,Entire home/apt,entire_home,,Condo,4.5,Condo in Downtown Calgary,4.67 (90),$80 CAD per night,$80 CAD,night,1,0,0,0
85,85,4.8,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,1284428653158510751,False,False,True,,Calgary,,,,Urban Escape in Ramsay By Calgary Stampede,REGULAR,,[],"Calgary, AB, Canada",5,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Southeast Calgary,4.8 (5),$57 CAD per night,$57 CAD,night,1,0,0,0
86,86,5.0,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,1315292488098337385,False,False,False,,Calgary,,,,Just 5 Minutes from Scotiabank arena! with parking,REGULAR,,[],"Calgary, AB, Canada",4,Entire home/apt,entire_home,,Condo,5.0,Condo in Beltline,5.0 (4),$125 CAD per night,$125 CAD,night,1,0,0,0
87,87,4.97,1 shared bath,1.0,1 bed,1,1,,Calgary,1 guest,53364266,False,False,True,,Calgary,,,,"Cozy Bedroom, Close to Airport/Downtown",REGULAR,,[],"Calgary, AB, Canada",178,Private room,private_room,,Private room,5.0,Room in Northwest Calgary,4.97 (178),$30 CAD per night,$30 CAD,night,1,0,0,0
88,88,4.8,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,1184224527540053260,False,False,True,,Calgary,,,,"Brand new downtown apartment 2 beds, free parking.",REGULAR,,[],"Calgary, AB, Canada",5,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Northwest Calgary,4.8 (5),$90 CAD per night,$90 CAD,night,1,0,0,0
89,89,4.66,2 baths,2.0,2 beds,2,2,,Calgary,6 guests,32674546,False,False,False,,Calgary,,,,Downtown Condo Sleep 6 people (underground parking,REGULAR,,[],"Calgary, AB, Canada",442,Entire home/apt,entire_home,,Condo,4.5,Condo in Downtown Calgary,4.66 (442),$96 CAD per night,$96 CAD,night,1,0,0,0
90,90,4.82,2 baths,2.0,2 beds,2,2,,Calgary,7 guests,53309597,False,False,True,,Calgary,,,,7min-walk to Stampede - 2bedroom 2 full bathroom,REGULAR,,[],"Calgary, AB, Canada",103,Entire home/apt,entire_home,,Condo,5.0,Condo in Downtown Calgary,4.82 (103),$105 CAD per night,$105 CAD,night,1,0,0,0
91,91,4.89,2 baths,2.0,2 beds,2,2,,Calgary,4 guests,1290305296580316283,False,False,True,,Calgary,,,,Sub-Penthouse •  Panoramic Views • Gym • Parking,REGULAR,,[],"Calgary, AB, Canada",18,Entire home/apt,entire_home,,Condo,5.0,Condo in Beltline,4.89 (18),$177 CAD per night,$177 CAD,night,1,0,0,0
92,92,4.85,2.5 baths,2.5,10 beds,3,10,,Calgary,10 guests,856602252602933037,False,False,True,,Calgary,,,,Unique Casa Vibes!  Hot tub | Gym | Arcade Games,REGULAR,,[],"Calgary, AB, Canada",103,Entire home/apt,entire_home,,Home,5.0,Home in Northeast Calgary,4.85 (103),$249 CAD per night,$249 CAD,night,1,0,0,0
93,93,4.92,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,863854966498463689,False,False,True,,Calgary,,,,Cozy Urban Getaway | Steps To RIVER & Downtown!,REGULAR,,[],"Calgary, AB, Canada",117,Entire home/apt,entire_home,,Condo,5.0,Condo in Downtown Calgary,4.92 (117),$100 CAD per night,$100 CAD,night,1,0,0,0
94,94,4.56,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,1152377928222472651,False,False,True,,Calgary,,,,"""Pink Lemon"" 2BR |Mins to Saddledome|Rooftop Patio",REGULAR,,[],"Calgary, AB, Canada",18,Entire home/apt,entire_home,,Apartment,4.5,Apartment in Northwest Calgary,4.56 (18),$96 CAD per night,$96 CAD,night,1,0,0,0
95,95,4.82,1 bath,1.0,4 beds,2,4,,Calgary,6 guests,44541177,False,False,True,,Calgary,,,,Golden Grandeur | 3 Beds | Parking | Balcony,REGULAR,,[],"Calgary, AB, Canada",151,Entire home/apt,entire_home,,Condo,5.0,Condo in Northeast Calgary,4.82 (151),$72 CAD per night,$72 CAD,night,1,0,0,0
96,96,5.0,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,1004574255174192164,False,False,True,,Calgary,,,,Steps away to Main Street Inglewood,REGULAR,,[],"Calgary, AB, Canada",52,Entire home/apt,entire_home,,Guesthouse,5.0,Guesthouse in Southeast Calgary,5.0 (52),$120 CAD per night,$120 CAD,night,1,0,0,0
97,97,5.0,1 bath,1.0,1 bed,1,1,,Calgary,2 guests,1018517148971045783,False,False,True,,Calgary,,,,Unique 1 bedroom unit in Inglewood | Free Parking,REGULAR,,[],"Calgary, AB, Canada",9,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Southeast Calgary,5.0 (9),$94 CAD per night,$94 CAD,night,1,0,0,0
98,98,4.97,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,53548337,False,False,True,,Calgary,,,,"Craftsman's Loft: Heritage charm with AC, 5 min DT",REGULAR,,[],"Calgary, AB, Canada",158,Entire home/apt,entire_home,,Guest suite,5.0,Guest suite in Southeast Calgary,4.97 (158),$88 CAD per night,$88 CAD,night,1,0,0,0
99,99,,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,1334443026745042488,False,True,False,,Calgary,,,,Downtown Condo close to Stampede,REGULAR,,[],"Calgary, AB, Canada",0,Entire home/apt,entire_home,,Apartment,,Apartment in Beltline,New,$120 CAD per night,$120 CAD,night,1,0,0,0
100,100,,2 baths,2.0,3 beds,2,3,,Calgary,4 guests,1322953737003338999,False,True,False,,Calgary,,,,Downtown condo by the Bow River,REGULAR,,[],"Calgary, AB, Canada",0,Entire home/apt,entire_home,,Apartment,,Apartment in Downtown Calgary,New,$116 CAD per night,$116 CAD,night,1,0,0,0
101,101,4.81,1 shared bath,1.0,1 bed,1,1,,Calgary,2 guests,42455904,False,False,True,,Calgary,,,,Ideal Location Cozy Room #1 (short/long Term),REGULAR,,[],"Calgary, AB, Canada",64,Private room,private_room,,Private room,5.0,Room in Southeast Calgary,4.81 (64),$40 CAD per night,$40 CAD,night,1,0,0,0
102,102,4.8,1 bath,1.0,1 bed,1,1,,Calgary,2 guests,1218374068752244896,False,False,True,,Calgary,,,,Beautiful Basement Suite-keyless-Separate Entrance,REGULAR,,[],"Calgary, AB, Canada",30,Entire home/apt,entire_home,,Home,5.0,Home in Northeast Calgary,4.8 (30),$78 CAD per night,$78 CAD,night,1,0,0,0
103,103,5.0,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,926823727345456883,False,False,True,,Calgary,,,,Canadian Charm: Tranquil Oasis near DNTN/Zoo/Pool,REGULAR,,[],"Calgary, AB, Canada",95,Entire home/apt,entire_home,,Home,5.0,Home in Northeast Calgary,5.0 (95),$132 CAD per night,$132 CAD,night,1,0,0,0
104,104,,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,1173920466524925638,False,False,True,,Calgary,,,,Downtwn 2Bed Apt 17th Ave Charm!,REGULAR,,[],"Calgary, AB, Canada",1,Entire home/apt,entire_home,,Apartment,,Apartment in Southwest Calgary,,$80 CAD per night,$80 CAD,night,1,0,0,0
105,105,4.97,1 bath,1.0,2 beds,2,2,,Calgary,3 guests,756656075258312625,False,False,True,,Calgary,,,,"Bridgeland House - Unique, Modern, City View & A/C",REGULAR,,[],"Calgary, AB, Canada",31,Entire home/apt,entire_home,,Home,5.0,Home in Northeast Calgary,4.97 (31),$168 CAD per night,$168 CAD,night,1,0,0,0
106,106,4.82,1 bath,1.0,2 beds,2,2,,Calgary,3 guests,51642239,False,False,True,,Calgary,,,,Cozy 2-Bedroom Downtown Condo in the East Village,REGULAR,,[],"Calgary, AB, Canada",336,Entire home/apt,entire_home,,Condo,5.0,Condo in Downtown Calgary,4.82 (336),$115 CAD per night,$115 CAD,night,1,0,0,0
107,107,4.88,1 bath,1.0,1 bed,1,1,,Calgary,2 guests,10382446,False,False,True,,Calgary,,,,Calgary Character Home - Hot Tub | A/C | Parking,REGULAR,,[],"Calgary, AB, Canada",182,Entire home/apt,entire_home,,Cottage,5.0,Cottage in Southeast Calgary,4.88 (182),$136 CAD per night,$136 CAD,night,1,0,0,0
108,108,4.84,1 bath,1.0,3 beds,2,3,,Calgary,6 guests,52857349,False,False,True,,Calgary,,,,"DT Riverwalk 2 BR condo, Saddledome, UG Park & AC",REGULAR,,[],"Calgary, AB, Canada",265,Entire home/apt,entire_home,,Condo,5.0,Condo in Downtown Calgary,4.84 (265),$100 CAD per night,$100 CAD,night,1,0,0,0
109,109,,1 private bath,1.0,1 bed,1,1,,Calgary,2 guests,1339954872571437084,False,True,False,,Calgary,,,,Dee's Queen Bed - Comfort,REGULAR,,[],"Calgary, AB, Canada",1,Private room,private_room,,Hotel room,,Hotel in Southwest Calgary,New,$69 CAD per night,$69 CAD,night,1,0,0,0
110,110,4.9,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,54141746,False,False,True,,Calgary,,,,Modern Suite in Historic Bldg. Minutes to DT,REGULAR,,[],"Calgary, AB, Canada",61,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Southeast Calgary,4.9 (61),$83 CAD per night,$83 CAD,night,1,0,0,0
111,111,4.91,1 shared bath,1.0,1 bed,1,1,,Calgary,2 guests,53398316,True,False,True,,Calgary,,,,The Studio,REGULAR,,[],"Calgary, AB, Canada",54,Private room,private_room,,Private room,5.0,Place to stay in Northwest Calgary,4.91 (54),$43 CAD per night,$43 CAD,night,1,0,0,0
112,112,4.75,1 bath,1.0,2 beds,1,2,,Calgary,2 guests,710290543867191280,False,False,True,,Calgary,,,,Euro Style private suite near DT + Stampede Ground,REGULAR,,[],"Calgary, AB, Canada",68,Entire home/apt,entire_home,,Home,5.0,Home in Southeast Calgary,4.75 (68),$69 CAD per night,$69 CAD,night,1,0,0,0
113,113,4.74,1 bath,1.0,3 beds,1,3,,Calgary,4 guests,36141737,False,False,True,,Calgary,,,,Stampede+River+Fort Calgary Park,REGULAR,,[],"Calgary, AB, Canada",239,Entire home/apt,entire_home,,Condo,5.0,Condo in Downtown Calgary,4.74 (239),$68 CAD per night,$68 CAD,night,1,0,0,0
114,114,4.84,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,861204160200150167,False,False,False,,Calgary,,,,Calgary Tower Views 1bedroom,REGULAR,,[],"Calgary, AB, Canada",44,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Northwest Calgary,4.84 (44),$98 CAD per night,$98 CAD,night,1,0,0,0
115,115,4.78,1 bath,1.0,1 bed,0,1,,Calgary,2 guests,670547233669692943,False,False,True,,Calgary,,,,McGill Loft | Trendy | Iconic | Best Location,REGULAR,,[],"Calgary, AB, Canada",50,Entire home/apt,entire_home,,Loft,5.0,Loft in Downtown Calgary,4.78 (50),$113 CAD per night,$113 CAD,night,1,0,0,0
116,116,4.88,1 bath,1.0,1 bed,1,1,,Calgary,2 guests,635479483050209688,False,False,True,,Calgary,,,,Cozy Apartment (Walk Everywhere),REGULAR,,[],"Calgary, AB, Canada",51,Entire home/apt,entire_home,,Guest suite,5.0,Guest suite in Southeast Calgary,4.88 (51),$80 CAD per night,$80 CAD,night,1,0,0,0
117,117,4.92,1 shared bath,1.0,1 bed,1,1,,Calgary,1 guest,42564978,False,False,True,,Calgary,,,,Ideal Location Cozy Room #3 (short/long Term),REGULAR,,[],"Calgary, AB, Canada",50,Private room,private_room,,Private room,5.0,Room in Southeast Calgary,4.92 (50),$40 CAD per night,$40 CAD,night,1,0,0,0
118,118,5.0,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,1085616786026901310,False,False,True,,Calgary,,,,"""Baja Blast"" 2BR |Mins to Stampede | Rooftop Patio",REGULAR,,[],"Calgary, AB, Canada",24,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Northwest Calgary,5.0 (24),$91 CAD per night,$91 CAD,night,1,0,0,0
119,119,5.0,1 bath,1.0,1 bed,1,1,,Calgary,3 guests,1286403392088540536,False,False,True,,Calgary,,,,29thFloor*Saddledome*Balcony*Gym*1GWifi*A/C,REGULAR,,[],"Calgary, AB, Canada",4,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Beltline,5.0 (4),$107 CAD per night,$107 CAD,night,1,0,0,0
120,120,5.0,3.5 baths,3.5,3 beds,3,3,,Calgary,6 guests,1185046121106631276,False,False,True,,Calgary,,,,"Luxury Lodge: 180° Downtown, Mountain, Tower Views",REGULAR,,[],"Calgary, AB, Canada",15,Entire home/apt,entire_home,,Home,5.0,Home in Southeast Calgary,5.0 (15),$519 CAD per night,$519 CAD,night,1,0,0,0
121,121,,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,1340258160493656175,False,True,False,,Calgary,,,,Breath~Taking~View/4Guest DTskyline~1010 6st SW,REGULAR,,[],"Calgary, AB, Canada",0,Entire home/apt,entire_home,,Condo,,Condo in Downtown Calgary,New,$89 CAD per night,$89 CAD,night,1,0,0,0
122,122,4.61,1 bath,1.0,3 beds,2,3,,Calgary,5 guests,864514213886190872,False,False,False,,Calgary,,,,Comfortable 2BR in Bridgeland,REGULAR,,[],"Calgary, AB, Canada",64,Entire home/apt,entire_home,,Apartment,4.5,Apartment in Northwest Calgary,4.61 (64),$97 CAD per night,$97 CAD,night,1,0,0,0
123,123,4.91,1 bath,1.0,1 bed,1,1,,Calgary,2 guests,1083606354240802546,False,False,True,,Calgary,,,,Escape in the Sky Studio | Peaceful & Scenic,REGULAR,,[],"Calgary, AB, Canada",47,Entire home/apt,entire_home,,Condo,5.0,Condo in Downtown Calgary,4.91 (47),$101 CAD per night,$101 CAD,night,1,0,0,0
124,124,5.0,1 private bath,1.0,1 bed,1,1,,Calgary,2 guests,1074774098622820682,False,False,True,,Calgary,,,,"Downtown 1bd room, by 17th ave",REGULAR,,[],"Calgary, AB, Canada",13,Private room,private_room,,Private room,5.0,Room in Beltline,5.0 (13),$54 CAD per night,$54 CAD,night,1,0,0,0
125,125,4.92,3.5 baths,3.5,5 beds,5,5,,Calgary,12 guests,52165921,False,False,True,,Calgary,,,,The Perfect Family House -Only 3mins to Downtown,REGULAR,,[],"Calgary, AB, Canada",72,Entire home/apt,entire_home,,Condo,5.0,Condo in Northeast Calgary,4.92 (72),$172 CAD per night,$172 CAD,night,1,0,0,0
126,126,4.8,1 shared bath,1.0,1 bed,1,1,,Calgary,2 guests,1222793361681158016,False,False,False,,Calgary,,,,Marbank upstairs bedroom M11,REGULAR,,[],"Calgary, AB, Canada",5,Private room,private_room,,Private room,5.0,Room in Northeast Calgary,4.8 (5),$30 CAD per night,$30 CAD,night,1,0,0,0
127,127,4.84,1 bath,1.0,,0,0,,Calgary,2 guests,51944762,False,False,True,,Calgary,,,,Hip Studio w/City Views Minutes to DT,REGULAR,,[],"Calgary, AB, Canada",152,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Southeast Calgary,4.84 (152),$73 CAD per night,$73 CAD,night,1,0,0,0
128,128,4.69,1 bath,1.0,3 beds,2,3,,Calgary,5 guests,861127754143322952,False,False,False,,Calgary,,,,Sunny & Spacious 2 Bedroom condo,REGULAR,,[],"Calgary, AB, Canada",65,Entire home/apt,entire_home,,Apartment,4.5,Apartment in Northwest Calgary,4.69 (65),$101 CAD per night,$101 CAD,night,1,0,0,0
129,129,,2 baths,2.0,1 bed,2,1,,Calgary,6 guests,1344320309737239151,False,True,False,,Calgary,,,,Midnight Rose-Your Elevated Stay,REGULAR,,[],"Calgary, AB, Canada",0,Entire home/apt,entire_home,,Apartment,,Apartment in Beltline,New,$133 CAD per night,$133 CAD,night,1,0,0,0
130,130,4.95,1 bath,1.0,1 bed,1,1,,Calgary,2 guests,1000839006146758416,False,False,False,,Calgary,,,,Ashwood Two,REGULAR,,[],"Calgary, AB, Canada",21,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Northwest Calgary,4.95 (21),$148 CAD per night,$148 CAD,night,1,0,0,0
131,131,4.98,1 bath,1.0,3 beds,2,3,,Calgary,4 guests,647898951838686784,False,False,True,,Calgary,,,,"Vintage Gem - Hot Tub, Firepit, Piano",REGULAR,,[],"Calgary, AB, Canada",125,Entire home/apt,entire_home,,Home,5.0,Home in Northwest Calgary,4.98 (125),$116 CAD per night,$116 CAD,night,1,0,0,0
132,132,4.93,1.5 shared baths,1.5,1 bed,1,1,,Calgary,2 guests,954832779277229755,False,False,True,,Calgary,,,,B1-Basement King-size  room shared full bath,REGULAR,,[],"Calgary, AB, Canada",67,Private room,private_room,,Private room,5.0,Room in Northwest Calgary,4.93 (67),$40 CAD per night,$40 CAD,night,1,0,0,0
133,133,4.98,1 bath,1.0,2 beds,1,2,,Calgary,2 guests,702080098791020537,False,False,True,,Calgary,,,,"Cottage in the City - DT, private, walkable, quiet",REGULAR,,[],"Calgary, AB, Canada",60,Entire home/apt,entire_home,,Place to stay,5.0,Place to stay in Northwest Calgary,4.98 (60),$89 CAD per night,$89 CAD,night,1,0,0,0
134,134,4.94,3 baths,3.0,7 beds,5,7,,Calgary,14 guests,919126586380460353,False,False,True,,Calgary,,,,"3 mins to downtown, Full house with central AC",REGULAR,,[],"Calgary, AB, Canada",49,Entire home/apt,entire_home,,Home,5.0,Home in Northeast Calgary,4.94 (49),$251 CAD per night,$251 CAD,night,1,0,0,0
135,135,4.89,2.5 baths,2.5,3 beds,2,3,,Calgary,4 guests,929568665994024874,False,False,False,,Calgary,,,,Modern 2B 2.5B spacious town house,REGULAR,,[],"Calgary, AB, Canada",9,Entire home/apt,entire_home,,Condo,5.0,Condo in Northeast Calgary,4.89 (9),$249 CAD per night,$249 CAD,night,1,0,0,0
136,136,4.85,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,53342143,False,False,True,,Calgary,,,,5min walking to Stampede/Saddledome + River View,REGULAR,,[],"Calgary, AB, Canada",142,Entire home/apt,entire_home,,Condo,5.0,Condo in Downtown Calgary,4.85 (142),$84 CAD per night,$84 CAD,night,1,0,0,0
137,137,4.83,1 bath,1.0,2 beds,2,2,,Calgary,5 guests,765961027845209515,False,False,True,,Calgary,,,,"The Brixton - DT Views, by Bow River & Saddledome",REGULAR,,[],"Calgary, AB, Canada",69,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Downtown Calgary,4.83 (69),$85 CAD per night,$85 CAD,night,1,0,0,0
138,138,,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,1327815289376859135,False,True,False,,Calgary,,,,Cozy Stay Near Downtown,REGULAR,,[],"Calgary, AB, Canada",1,Entire home/apt,entire_home,,Home,,Home in Southeast Calgary,New,$75 CAD per night,$75 CAD,night,1,0,0,0
139,139,4.81,1 bath,1.0,1 bed,1,1,,Calgary,2 guests,1194518369391498886,False,False,False,,Calgary,,,,Modern and cozy apartment near Downtown Calgary,REGULAR,,[],"Calgary, AB, Canada",21,Entire home/apt,entire_home,,Guest suite,5.0,Guest suite in Southeast Calgary,4.81 (21),$70 CAD per night,$70 CAD,night,1,0,0,0
140,140,4.89,2 baths,2.0,4 beds,3,4,,Calgary,8 guests,679575795087810381,False,False,True,,Calgary,,,,Cozy 3BR unit with Arcade in the heart of Calgary,REGULAR,,[],"Calgary, AB, Canada",196,Entire home/apt,entire_home,,Condo,5.0,Condo in Northeast Calgary,4.89 (196),$132 CAD per night,$132 CAD,night,1,0,0,0
141,141,,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,1342478343672051659,False,True,False,,Calgary,,,,Downtown*Ctrain*Modern*KingBed,REGULAR,,[],"Calgary, AB, Canada",0,Entire home/apt,entire_home,,Apartment,,Apartment in Beltline,New,$95 CAD per night,$95 CAD,night,1,0,0,0
142,142,4.96,1 bath,1.0,2 beds,1,2,,Calgary,3 guests,1190798752245030615,False,False,True,,Calgary,,,,Luxury Condo in the Heart of Downtown|Free Parking,REGULAR,,[],"Calgary, AB, Canada",52,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Beltline,4.96 (52),$95 CAD per night,$95 CAD,night,1,0,0,0
143,143,4.84,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,48000491,False,False,False,,Calgary,,,,"Entire House, Inner city vibe! Lots of Parking! Dt",REGULAR,,[],"Calgary, AB, Canada",45,Entire home/apt,entire_home,,Home,5.0,Home in Northwest Calgary,4.84 (45),$99 CAD per night,$99 CAD,night,1,0,0,0
144,144,4.33,1 bath,1.0,2 beds,1,2,,Calgary,4 guests,1242399118415926246,False,False,False,,Calgary,,,,The City Haven | Sleeps 4 |,REGULAR,,[],"Calgary, AB, Canada",6,Entire home/apt,entire_home,,Apartment,4.5,Apartment in Northeast Calgary,4.33 (6),$126 CAD per night,$126 CAD,night,1,0,0,0
145,145,4.88,1.5 baths,1.5,1 bed,1,1,,Calgary,1 guest,2625500,False,False,True,,Calgary,,,,Cosy Private Room,REGULAR,,[],"Calgary, AB, Canada",252,Private room,private_room,,Private room,5.0,Room in Southeast Calgary,4.88 (252),$40 CAD per night,$40 CAD,night,1,0,0,0
146,146,,2 baths,2.0,2 beds,2,2,,Calgary,2 guests,1299384171384184924,False,True,False,,Calgary,,,,Heart of downtown condo,REGULAR,,[],"Calgary, AB, Canada",1,Entire home/apt,entire_home,,Apartment,,Apartment in Downtown Calgary,New,$123 CAD per night,$123 CAD,night,1,0,0,0
147,147,4.97,1 private bath,1.0,1 bed,1,1,,Calgary,2 guests,1245959244483144838,False,False,True,,Calgary,,,,Renovated Bedroom with Private Bathroom,REGULAR,,[],"Calgary, AB, Canada",34,Private room,private_room,,Private room,5.0,Room in Northwest Calgary,4.97 (34),$45 CAD per night,$45 CAD,night,1,0,0,0
148,148,4.83,1 bath,1.0,3 beds,1,3,,Calgary,4 guests,902334025807998871,False,False,False,,Calgary,,,,Charming 1 BR in Prime Location,REGULAR,,[],"Calgary, AB, Canada",42,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Northwest Calgary,4.83 (42),$97 CAD per night,$97 CAD,night,1,0,0,0
149,149,,2 shared baths,2.0,1 bed,1,1,,Calgary,2 guests,1334987727988134809,False,True,False,,Calgary,,,,Cozy BR DT Calgary,REGULAR,,[],"Calgary, AB, Canada",0,Private room,private_room,,Private room,,Room in Northwest Calgary,New,$43 CAD per night,$43 CAD,night,1,0,0,0
150,150,4.88,1 bath,1.0,1 bed,1,1,,Calgary,2 guests,710342,False,False,True,,Calgary,,,,Cozy Boho Studio Suite,REGULAR,,[],"Calgary, AB, Canada",67,Entire home/apt,entire_home,,Apartment,5.0,Apartment in Northwest Calgary,4.88 (67),$68 CAD per night,$68 CAD,night,1,0,0,0
151,151,,1 bath,1.0,1 bed,1,1,,Calgary,2 guests,1342144321943523065,False,True,False,,Calgary,,,,The Apollo | Penthouse suite |  17th Ave | Views,REGULAR,,[],"Calgary, AB, Canada",0,Entire home/apt,entire_home,,Condo,,Condo in Southwest Calgary,New,$122 CAD per night,$122 CAD,night,1,0,0,0
152,152,,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,1304666353365791306,False,True,True,,Calgary,,,,2BR Walk-Out with City Views,REGULAR,,[],"Calgary, AB, Canada",1,Entire home/apt,entire_home,,Apartment,,Apartment in Southeast Calgary,New,$70 CAD per night,$70 CAD,night,1,0,0,0
153,153,,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,1343515331981335318,False,True,True,,Calgary,,,,Calgary Tower View | King Bed |AC | Gym | 2BR,REGULAR,,[],"Calgary, AB, Canada",0,Entire home/apt,entire_home,,Apartment,,Apartment in Downtown Calgary,New,$105 CAD per night,$105 CAD,night,1,0,0,0
154,154,5.0,1 bath,1.0,2 beds,2,2,,Calgary,4 guests,1193275892784824802,False,False,False,,Calgary,,,,Modern and cozy  2bed suite near Downtown Calgary,REGULAR,,[],"Calgary, AB, Canada",11,Entire home/apt,entire_home,,Guest suite,5.0,Guest suite in Southeast Calgary,5.0 (11),$70 CAD per night,$70 CAD,night,1,0,0,0
